"Date","Price","Open","High","Low","Vol.","Change %"
"03-07-2023","83.55","83.95","84.55","83.20","4.80M","0.06%"
"30-06-2023","83.50","84.50","84.50","83.30","4.51M","-0.24%"
"28-06-2023","83.70","84.55","84.95","83.10","6.28M","-0.65%"
"27-06-2023","84.25","83.60","85.20","83.30","7.52M","1.32%"
"26-06-2023","83.15","83.10","84.25","82.35","7.29M","0.54%"
"23-06-2023","82.70","84.70","84.70","81.85","8.65M","-2.30%"
"22-06-2023","84.65","86.10","86.30","83.30","10.95M","-1.34%"
"21-06-2023","85.80","87.50","91.70","84.80","32.68M","-1.15%"
"20-06-2023","86.80","83.35","87.30","81.70","21.12M","3.15%"
"19-06-2023","84.15","83.55","86.95","83.40","17.63M","1.26%"
"16-06-2023","83.10","81.75","84.20","81.65","10.53M","2.15%"
"15-06-2023","81.35","82.90","83.30","80.90","8.43M","-1.87%"
"14-06-2023","82.90","82.25","84.15","82.05","8.13M","1.34%"
"13-06-2023","81.80","84.20","84.40","81.35","10.41M","-2.39%"
"12-06-2023","83.80","83.70","84.60","82.85","9.07M","0.60%"
"09-06-2023","83.30","84.45","84.90","82.40","12.45M","-1.01%"
"08-06-2023","84.15","87.10","88.20","83.50","18.64M","-3.00%"
"07-06-2023","86.75","83.10","88.70","83.10","52.41M","5.09%"
"06-06-2023","82.55","80.25","82.95","80.10","17.71M","3.12%"
"05-06-2023","80.05","80.80","81.40","79.75","10.45M","-0.99%"
"02-06-2023","80.85","83.00","83.70","80.40","12.19M","-2.30%"
"01-06-2023","82.75","81.15","84.25","80.85","21.32M","1.97%"
"31-05-2023","81.15","80.40","82.25","78.50","20.47M","1.50%"
"30-05-2023","79.95","82.95","83.65","79.30","18.21M","-5.05%"
"29-05-2023","84.20","81.50","84.95","81.45","24.14M","3.50%"
"26-05-2023","81.35","80.50","83.70","80.15","17.89M","1.12%"
"25-05-2023","80.45","80.60","81.80","79.20","13.94M","0.37%"
"24-05-2023","80.15","79.80","82.15","78.45","14.69M","0.38%"
"23-05-2023","79.85","82.00","82.50","79.55","10.06M","-2.44%"
"22-05-2023","81.85","78.45","82.45","77.45","19.51M","4.53%"
"19-05-2023","78.30","80.45","80.80","77.60","9.23M","-2.25%"
"18-05-2023","80.10","81.25","82.15","79.00","11.85M","-0.87%"
"17-05-2023","80.80","78.90","82.70","78.65","25.60M","2.80%"
"16-05-2023","78.60","78.90","81.90","78.25","15.19M","0.13%"
"15-05-2023","78.50","80.00","80.70","77.35","14.72M","-0.95%"
"12-05-2023","79.25","82.75","83.15","78.75","18.41M","-3.71%"
"11-05-2023","82.30","80.00","85.20","79.90","48.60M","4.38%"
"10-05-2023","78.85","77.65","81.45","76.40","29.28M","1.55%"
"09-05-2023","77.65","84.50","85.20","77.10","29.00M","-7.61%"
"08-05-2023","84.05","86.95","87.95","83.60","22.43M","-3.34%"
"05-05-2023","86.95","82.80","88.80","82.55","51.50M","5.46%"
"04-05-2023","82.45","84.85","87.00","81.70","42.69M","-2.19%"
"03-05-2023","84.30","85.95","89.50","83.25","100.25M","-2.32%"
"02-05-2023","86.30","75.00","87.95","74.90","98.68M","16.15%"
"28-04-2023","74.30","74.00","75.45","73.15","22.76M","2.34%"
"27-04-2023","72.60","70.40","78.30","69.30","77.07M","3.79%"
"26-04-2023","69.95","70.65","74.75","68.80","47.93M","0.14%"
"25-04-2023","69.85","68.45","70.75","67.10","45.51M","3.10%"
"24-04-2023","67.75","65.00","69.65","64.05","49.18M","7.28%"
"21-04-2023","63.15","63.00","64.60","62.30","9.37M","0.80%"
"20-04-2023","62.65","61.95","63.80","61.65","9.35M","1.62%"
"19-04-2023","61.65","61.60","62.50","61.20","7.37M","0.82%"
"18-04-2023","61.15","58.10","61.50","57.60","14.05M","6.44%"
"17-04-2023","57.45","58.60","58.65","57.25","1.74M","-1.96%"
"13-04-2023","58.60","58.20","59.75","57.80","3.98M","0.69%"
"12-04-2023","58.20","57.55","58.70","56.95","3.68M","1.48%"
"11-04-2023","57.35","57.95","58.25","57.05","1.66M","-1.04%"
"10-04-2023","57.95","58.90","58.90","57.60","2.08M","-1.11%"
"06-04-2023","58.60","56.75","59.00","56.60","4.57M","2.81%"
"05-04-2023","57.00","58.00","58.25","56.05","3.10M","-1.89%"
"03-04-2023","58.10","56.05","58.45","55.80","6.09M","3.75%"
"31-03-2023","56.00","54.00","56.45","53.85","5.02M","4.67%"
"29-03-2023","53.50","52.00","54.00","52.00","3.05M","0.94%"
"28-03-2023","53.00","52.90","53.80","52.60","2.20M","0.19%"
"27-03-2023","52.90","53.00","53.65","52.60","2.16M","-0.47%"
"24-03-2023","53.15","54.00","54.75","52.90","2.71M","-1.85%"
"23-03-2023","54.15","54.15","54.65","53.65","2.69M","-0.18%"
"22-03-2023","54.25","54.25","54.75","54.05","1.63M","-0.37%"
"21-03-2023","54.45","53.75","54.65","52.50","2.29M","1.59%"
"20-03-2023","53.60","53.55","54.45","52.80","2.58M","-0.92%"
"17-03-2023","54.10","54.55","55.00","53.50","1.73M","-0.28%"
"16-03-2023","54.25","52.75","54.65","51.65","3.75M","2.46%"
"15-03-2023","52.95","53.20","53.75","52.50","1.65M","0.19%"
"14-03-2023","52.85","51.50","53.50","51.50","3.82M","1.83%"
"13-03-2023","51.90","54.20","54.50","51.55","2.89M","-4.07%"
"10-03-2023","54.10","54.20","54.70","53.10","3.45M","-1.28%"
"09-03-2023","54.80","55.25","56.35","54.55","4.49M","-0.72%"
"08-03-2023","55.20","54.40","55.50","53.45","2.73M","0.91%"
"06-03-2023","54.70","53.05","55.15","52.50","5.12M","3.70%"
"03-03-2023","52.75","53.60","53.70","52.60","3.52M","-0.66%"
"02-03-2023","53.10","53.65","55.70","52.85","8.57M","-0.65%"
"01-03-2023","53.45","51.70","53.95","51.70","3.58M","3.38%"
"28-02-2023","51.70","51.50","52.30","51.35","1.71M","-0.58%"
"27-02-2023","52.00","52.15","52.35","50.10","3.11M","-0.38%"
"24-02-2023","52.20","52.50","53.55","52.00","1.81M","-0.38%"
"23-02-2023","52.40","51.95","52.95","50.80","3.90M","1.16%"
"22-02-2023","51.80","51.20","53.10","51.15","4.11M","-0.29%"
"21-02-2023","51.95","53.20","53.45","51.85","2.59M","-2.35%"
"20-02-2023","53.20","54.60","54.80","53.05","2.15M","-2.56%"
"17-02-2023","54.60","54.70","55.30","54.25","3.09M","-3.36%"
"16-02-2023","56.50","56.35","56.80","56.10","2.54M","0.71%"
"15-02-2023","56.10","55.25","56.85","55.00","4.38M","1.17%"
"14-02-2023","55.45","53.75","55.85","53.55","6.03M","3.74%"
"13-02-2023","53.45","55.20","55.75","52.70","5.22M","-3.08%"
"10-02-2023","55.15","55.50","56.30","54.85","4.02M","-0.45%"
"09-02-2023","55.40","58.70","58.80","55.05","10.11M","-4.07%"
"08-02-2023","57.75","56.75","58.80","56.05","3.74M","1.76%"
"07-02-2023","56.75","57.40","57.85","56.40","2.58M","-0.53%"
"06-02-2023","57.05","57.15","58.00","56.80","2.54M","-0.26%"
"03-02-2023","57.20","58.70","58.80","55.65","3.92M","-1.97%"
"02-02-2023","58.35","57.50","60.15","57.15","3.50M","1.13%"
"01-02-2023","57.70","61.80","62.40","56.30","13.39M","-4.31%"
"31-01-2023","60.30","58.30","60.60","57.90","6.55M","4.24%"
"30-01-2023","57.85","56.70","58.70","56.40","5.12M","2.30%"
"27-01-2023","56.55","58.10","58.95","54.20","6.42M","-2.84%"
"25-01-2023","58.20","60.20","60.50","57.00","8.09M","-3.24%"
"24-01-2023","60.15","60.55","60.95","59.60","3.50M","0.00%"
"23-01-2023","60.15","61.20","62.10","59.85","6.17M","-1.15%"
"20-01-2023","60.85","60.60","62.35","60.50","4.98M","0.50%"
"19-01-2023","60.55","61.20","62.10","60.20","4.49M","-1.70%"
"18-01-2023","61.60","61.15","62.80","60.80","6.89M","1.32%"
"17-01-2023","60.80","62.10","62.10","60.25","4.01M","-1.70%"
"16-01-2023","61.85","63.20","63.45","61.50","8.03M","-1.90%"
"13-01-2023","63.05","60.10","64.20","59.95","22.67M","5.17%"
"12-01-2023","59.95","59.00","60.60","58.75","9.11M","1.87%"
"11-01-2023","58.85","60.15","60.15","58.55","5.86M","-1.67%"
"10-01-2023","59.85","61.55","61.65","59.30","5.11M","-2.21%"
"09-01-2023","61.20","59.05","61.95","58.80","10.32M","4.44%"
"06-01-2023","58.60","60.25","60.45","58.25","4.75M","-2.41%"
"05-01-2023","60.05","61.30","61.30","59.15","6.75M","-1.40%"
"04-01-2023","60.90","61.10","63.15","60.15","13.86M","0.25%"
"03-01-2023","60.75","59.80","61.90","59.60","10.17M","1.93%"
"02-01-2023","59.60","60.00","60.75","58.75","6.37M","-0.25%"
"30-12-2022","59.75","60.70","61.15","59.50","6.98M","-0.75%"
"29-12-2022","60.20","59.00","61.90","57.80","18.71M","2.03%"
"28-12-2022","59.00","54.90","60.15","53.90","29.36M","8.26%"
"27-12-2022","54.50","54.35","55.40","53.35","7.43M","1.30%"
"26-12-2022","53.80","49.95","55.00","48.95","12.02M","8.69%"
"23-12-2022","49.50","55.40","55.60","48.75","13.78M","-11.92%"
"22-12-2022","56.20","58.95","59.70","55.55","10.10M","-3.77%"
"21-12-2022","58.40","65.40","65.40","57.60","16.70M","-9.95%"
"20-12-2022","64.85","62.80","65.25","61.45","13.44M","3.10%"
"19-12-2022","62.90","61.60","63.40","60.25","6.85M","2.86%"
"16-12-2022","61.15","61.90","62.50","59.20","10.64M","-1.85%"
"15-12-2022","62.30","64.95","64.95","61.85","6.68M","-4.37%"
"14-12-2022","65.15","65.25","66.25","64.20","9.31M","0.77%"
"13-12-2022","64.65","63.35","65.10","62.95","10.64M","2.54%"
"12-12-2022","63.05","61.45","63.60","59.85","11.83M","2.69%"
"09-12-2022","61.40","63.25","63.70","59.80","12.61M","-3.31%"
"08-12-2022","63.50","65.30","65.40","63.00","8.25M","-2.16%"
"07-12-2022","64.90","65.80","66.75","64.10","23.23M","0.15%"
"06-12-2022","64.80","62.10","65.45","61.25","22.31M","4.35%"
"05-12-2022","62.10","64.00","64.15","61.60","9.52M","-1.82%"
"02-12-2022","63.25","62.50","64.50","61.45","24.20M","1.36%"
"01-12-2022","62.40","59.05","62.85","58.80","19.11M","6.48%"
"30-11-2022","58.60","60.25","60.75","57.80","11.27M","-2.17%"
"29-11-2022","59.90","61.70","64.65","58.50","34.04M","-2.92%"
"28-11-2022","61.70","61.40","63.95","60.60","29.64M","0.98%"
"25-11-2022","61.10","59.80","61.85","58.70","17.44M","2.86%"
"24-11-2022","59.40","61.90","63.65","59.00","31.52M","-3.49%"
"23-11-2022","61.55","57.30","62.20","57.20","27.62M","8.27%"
"22-11-2022","56.85","59.50","59.65","56.10","9.14M","-5.09%"
"21-11-2022","59.90","58.20","60.75","57.75","20.46M","3.01%"
"18-11-2022","58.15","56.40","59.20","55.95","15.98M","3.19%"
"17-11-2022","56.35","58.55","59.40","55.30","22.73M","-2.17%"
"16-11-2022","57.60","56.00","62.00","55.90","48.75M","3.41%"
"15-11-2022","55.70","54.00","56.20","53.60","21.19M","4.31%"
"14-11-2022","53.40","52.50","54.25","50.85","29.43M","7.01%"
"11-11-2022","49.90","49.00","50.20","48.25","5.84M","3.42%"
"10-11-2022","48.25","51.55","51.55","47.75","6.56M","-6.49%"
"09-11-2022","51.60","50.30","52.40","49.90","15.10M","3.30%"
"07-11-2022","49.95","49.10","51.50","48.80","20.94M","2.88%"
"04-11-2022","48.55","48.00","49.65","48.00","9.65M","1.89%"
"03-11-2022","47.65","45.40","48.00","45.25","14.41M","4.15%"
"02-11-2022","45.75","44.05","46.00","43.75","4.62M","3.74%"
"01-11-2022","44.10","44.50","45.25","43.90","2.78M","-0.34%"
"31-10-2022","44.25","44.10","45.00","43.75","2.31M","0.91%"
"28-10-2022","43.85","44.55","45.45","43.55","3.15M","-1.57%"
"27-10-2022","44.55","43.70","45.00","42.50","4.27M","3.73%"
"25-10-2022","42.95","42.70","44.95","42.10","4.63M","0.94%"
"24-10-2022","42.55","41.30","42.90","41.05","1.62M","4.16%"
"21-10-2022","40.85","40.65","41.45","40.60","1.22M","0.74%"
"20-10-2022","40.55","41.60","41.80","40.35","4.76M","-2.76%"
"19-10-2022","41.70","42.45","42.55","41.55","935.22K","-1.30%"
"18-10-2022","42.25","42.45","42.90","42.10","1.06M","-0.35%"
"17-10-2022","42.40","42.20","42.95","41.80","994.94K","0.00%"
"14-10-2022","42.40","43.10","43.80","42.20","1.37M","-0.82%"
"13-10-2022","42.75","42.85","43.30","42.00","1.55M","-0.70%"
"12-10-2022","43.05","42.95","43.25","42.10","1.59M","0.94%"
"11-10-2022","42.65","44.85","44.95","42.30","3.06M","-3.72%"
"10-10-2022","44.30","41.60","45.05","41.50","10.49M","5.35%"
"07-10-2022","42.05","41.80","43.45","41.60","3.14M","0.36%"
"06-10-2022","41.90","40.80","42.20","40.65","2.62M","3.33%"
"04-10-2022","40.55","41.50","41.55","40.40","1.05M","-0.61%"
"03-10-2022","40.80","39.25","41.50","39.20","2.18M","3.29%"
"30-09-2022","39.50","39.30","39.75","39.30","760.66K","0.51%"
"29-09-2022","39.30","39.35","40.00","39.15","1.13M","0.64%"
"28-09-2022","39.05","39.30","39.45","39.00","649.57K","-1.64%"
"27-09-2022","39.70","39.45","40.00","39.35","772.02K","1.53%"
"26-09-2022","39.10","39.55","39.65","38.60","1.14M","-1.76%"
"23-09-2022","39.80","40.30","40.45","39.70","840.13K","-1.49%"
"22-09-2022","40.40","40.70","41.10","40.20","1.06M","-0.98%"
"21-09-2022","40.80","42.10","42.10","40.60","1.46M","-1.81%"
"20-09-2022","41.55","42.65","42.75","41.30","4.53M","2.72%"
"19-09-2022","40.45","40.55","40.85","40.25","997.63K","-0.12%"
"16-09-2022","40.50","42.65","42.70","40.10","2.09M","-4.26%"
"15-09-2022","42.30","41.10","43.40","40.40","4.56M","3.17%"
"14-09-2022","41.00","41.00","41.50","40.70","1.12M","-0.49%"
"13-09-2022","41.20","41.65","41.65","41.00","1.19M","-0.36%"
"12-09-2022","41.35","41.95","42.30","41.25","1.47M","-0.96%"
"09-09-2022","41.75","42.10","42.20","41.50","1.20M","-0.36%"
"08-09-2022","41.90","42.10","42.40","41.85","879.62K","-0.95%"
"07-09-2022","42.30","42.30","42.50","42.00","963.90K","-0.47%"
"06-09-2022","42.50","42.85","42.85","42.15","900.07K","-0.23%"
"05-09-2022","42.60","43.45","43.50","42.40","1.08M","-1.05%"
"02-09-2022","43.05","42.00","43.45","41.65","3.81M","3.11%"
"01-09-2022","41.75","40.70","41.95","40.60","1.57M","2.20%"
"30-08-2022","40.85","40.75","41.25","40.50","1.19M","0.74%"
"29-08-2022","40.55","39.90","40.80","39.45","1.35M","0.62%"
"26-08-2022","40.30","40.20","40.75","40.10","691.14K","0.62%"
"25-08-2022","40.05","40.05","40.95","39.90","971.98K","0.25%"
"24-08-2022","39.95","39.80","40.10","39.70","333.62K","0.38%"
"23-08-2022","39.80","39.50","39.95","39.35","450.06K","-0.38%"
"22-08-2022","39.95","40.40","40.45","39.85","545.42K","-0.62%"
"19-08-2022","40.20","41.05","41.30","40.00","1.22M","-2.19%"
"18-08-2022","41.10","41.40","41.40","40.80","1.29M","-0.12%"
"17-08-2022","41.15","40.70","41.45","40.50","1.67M","1.48%"
"16-08-2022","40.55","41.00","41.00","40.40","731.58K","-0.49%"
"12-08-2022","40.75","39.50","41.75","39.30","3.93M","3.56%"
"11-08-2022","39.35","39.50","39.70","39.20","596.19K","1.03%"
"10-08-2022","38.95","40.05","40.60","38.75","2.15M","-1.14%"
"08-08-2022","39.40","39.25","39.55","39.25","639.59K","0.38%"
"05-08-2022","39.25","39.65","39.70","39.15","787.94K","-0.51%"
"04-08-2022","39.45","40.10","40.30","39.15","871.11K","-1.13%"
"03-08-2022","39.90","39.25","40.40","38.90","2.11M","2.31%"
"02-08-2022","39.00","38.15","39.20","37.85","1.58M","2.77%"
"01-08-2022","37.95","37.60","38.25","37.55","1.09M","0.93%"
"29-07-2022","37.60","37.80","37.85","37.50","548.13K","0.53%"
"28-07-2022","37.40","37.75","37.75","37.20","681.66K","0.27%"
"27-07-2022","37.30","37.30","37.35","37.05","322.21K","0.00%"
"26-07-2022","37.30","37.55","37.80","37.20","389.71K","-1.06%"
"25-07-2022","37.70","37.95","38.20","37.70","257.85K","-0.66%"
"22-07-2022","37.95","37.95","38.10","37.80","313.45K","0.40%"
"21-07-2022","37.80","37.95","37.95","37.70","250.82K","0.13%"
"20-07-2022","37.75","37.30","37.90","37.20","515.59K","1.34%"
"19-07-2022","37.25","37.25","37.30","37.00","299.57K","0.68%"
"18-07-2022","37.00","37.10","37.25","36.95","277.02K","0.14%"
"15-07-2022","36.95","37.15","37.30","36.80","184.16K","-0.54%"
"14-07-2022","37.15","37.50","37.55","37.00","251.52K","-0.67%"
"13-07-2022","37.40","37.25","37.75","37.25","422.64K","0.00%"
"12-07-2022","37.40","37.70","37.70","37.25","368.45K","0.13%"
"11-07-2022","37.35","37.40","37.60","37.15","342.26K","0.00%"
"08-07-2022","37.35","37.60","37.60","37.25","340.65K","0.13%"
"07-07-2022","37.30","36.95","37.40","36.95","415.03K","1.22%"
"06-07-2022","36.85","37.25","37.25","36.50","404.47K","0.82%"
"05-07-2022","36.55","36.95","37.00","36.50","312.82K","-0.14%"
"04-07-2022","36.60","36.10","36.80","36.10","291.76K","1.53%"
"01-07-2022","36.05","35.95","36.20","35.80","190.00K","0.00%"
"30-06-2022","36.05","36.10","36.30","36.00","219.75K","0.14%"
"29-06-2022","36.00","36.20","36.20","35.90","323.89K","-0.96%"
"28-06-2022","36.35","36.30","36.45","35.90","301.17K","0.14%"
"27-06-2022","36.30","36.50","36.65","36.05","362.64K","0.28%"
"24-06-2022","36.20","35.95","36.30","35.80","339.08K","1.40%"
"23-06-2022","35.70","35.75","36.10","35.60","326.87K","0.42%"
"22-06-2022","35.55","36.15","36.15","35.35","286.76K","-1.39%"
"21-06-2022","36.05","35.90","36.40","35.45","372.29K","1.84%"
"20-06-2022","35.40","35.35","36.00","34.80","722.35K","0.14%"
"17-06-2022","35.35","36.05","36.15","35.20","928.62K","-2.35%"
"16-06-2022","36.20","37.60","38.00","35.55","883.88K","-3.60%"
"15-06-2022","37.55","37.60","37.70","37.25","311.11K","0.40%"
"14-06-2022","37.40","37.80","37.85","37.35","587.42K","-1.06%"
"13-06-2022","37.80","38.20","38.40","37.75","772.41K","-2.07%"
"10-06-2022","38.60","38.70","38.70","38.50","423.74K","-0.64%"
"09-06-2022","38.85","39.00","39.15","38.65","564.35K","-0.51%"
"08-06-2022","39.05","38.80","39.30","38.80","341.33K","0.39%"
"07-06-2022","38.90","39.10","39.30","38.80","605.06K","-0.38%"
"06-06-2022","39.05","39.80","39.80","38.70","492.82K","-1.26%"
"03-06-2022","39.55","40.60","40.65","39.50","932.30K","-1.86%"
"02-06-2022","40.30","40.55","40.75","40.25","607.28K","0.37%"
"01-06-2022","40.15","40.05","40.75","40.00","636.97K","0.25%"
"31-05-2022","40.05","40.15","40.25","39.90","412.54K","0.38%"
"30-05-2022","39.90","40.00","40.25","39.80","544.41K","1.40%"
"27-05-2022","39.35","39.30","39.60","39.00","424.71K","1.94%"
"26-05-2022","38.60","38.20","38.85","38.10","492.39K","-0.13%"
"25-05-2022","38.65","39.75","39.80","38.05","756.31K","-2.15%"
"24-05-2022","39.50","40.10","40.15","39.20","365.55K","-1.62%"
"23-05-2022","40.15","39.95","40.80","39.50","895.94K","1.39%"
"20-05-2022","39.60","39.50","39.80","39.40","434.71K","1.02%"
"19-05-2022","39.20","39.75","39.75","39.05","447.08K","-1.88%"
"18-05-2022","39.95","40.00","40.25","39.75","389.32K","0.38%"
"17-05-2022","39.80","39.50","39.95","39.00","473.74K","1.27%"
"16-05-2022","39.30","39.30","39.75","38.90","458.82K","0.00%"
"13-05-2022","39.30","39.00","39.60","38.90","668.76K","1.55%"
"12-05-2022","38.70","38.75","38.90","38.05","1.00M","-0.51%"
"11-05-2022","38.90","40.00","40.00","38.65","1.02M","-2.14%"
"10-05-2022","39.75","39.75","40.50","39.65","529.95K","0.13%"
"09-05-2022","39.70","40.25","40.25","39.15","947.16K","-0.87%"
"06-05-2022","40.05","40.20","40.35","39.65","975.70K","-1.35%"
"05-05-2022","40.60","40.80","41.10","40.50","385.83K","-0.37%"
"04-05-2022","40.75","41.40","41.45","40.50","629.44K","-1.33%"
"02-05-2022","41.30","41.05","41.50","40.85","404.29K","-0.12%"
"29-04-2022","41.35","41.95","42.00","41.20","417.04K","-0.84%"
"28-04-2022","41.70","42.15","42.15","41.50","422.69K","-0.36%"
"27-04-2022","41.85","42.10","42.30","41.60","441.60K","-0.95%"
"26-04-2022","42.25","42.90","42.95","42.00","699.74K","-0.71%"
"25-04-2022","42.55","43.10","43.10","42.35","719.58K","-1.73%"
"22-04-2022","43.30","43.15","43.80","43.05","560.09K","0.12%"
"21-04-2022","43.25","43.25","43.90","42.95","1.20M","0.23%"
"20-04-2022","43.15","42.95","43.45","42.45","860.76K","1.41%"
"19-04-2022","42.55","42.70","43.60","42.10","1.30M","0.24%"
"18-04-2022","42.45","42.85","43.15","42.25","928.51K","-1.28%"
"13-04-2022","43.00","43.40","43.50","42.95","647.26K","-0.35%"
"12-04-2022","43.15","43.40","43.45","42.35","1.38M","-0.69%"
"11-04-2022","43.45","43.35","44.15","43.10","1.53M","0.00%"
"08-04-2022","43.45","42.25","44.00","42.05","2.49M","4.20%"
"07-04-2022","41.70","42.40","43.10","41.60","1.71M","-0.95%"
"06-04-2022","42.10","42.30","42.40","41.40","1.17M","-0.24%"
"05-04-2022","42.20","41.25","42.40","41.20","1.91M","2.55%"
"04-04-2022","41.15","40.90","41.50","40.75","1.42M","1.60%"
"01-04-2022","40.50","39.80","40.75","39.80","1.77M","1.76%"
"31-03-2022","39.80","40.20","40.35","39.35","2.12M","-0.62%"
"30-03-2022","40.05","40.00","40.45","40.00","998.50K","0.25%"
"29-03-2022","39.95","40.30","40.70","39.85","1.59M","-0.87%"
"28-03-2022","40.30","41.20","41.20","40.10","1.38M","-1.83%"
"25-03-2022","41.05","41.80","41.80","40.95","930.61K","-0.97%"
"24-03-2022","41.45","41.25","41.85","41.00","1.08M","0.61%"
"23-03-2022","41.20","41.15","41.60","41.10","1.16M","0.24%"
"22-03-2022","41.10","41.20","41.20","40.85","687.04K","0.37%"
"21-03-2022","40.95","41.50","41.50","40.85","1.06M","-0.85%"
"17-03-2022","41.30","41.60","41.60","41.20","742.03K","0.24%"
"16-03-2022","41.20","41.60","41.60","41.10","591.07K","0.00%"
"15-03-2022","41.20","41.30","41.65","41.10","684.80K","-0.48%"
"14-03-2022","41.40","41.65","41.65","41.25","602.67K","-0.12%"
"11-03-2022","41.45","41.35","41.70","41.00","899.79K","0.24%"
"10-03-2022","41.35","41.25","41.70","41.15","987.48K","2.10%"
"09-03-2022","40.50","40.60","40.70","40.30","937.96K","0.62%"
"08-03-2022","40.25","39.70","40.40","39.55","968.91K","2.03%"
"07-03-2022","39.45","40.00","40.10","39.25","964.91K","-1.62%"
"04-03-2022","40.10","40.35","40.50","39.70","947.79K","-1.11%"
"03-03-2022","40.55","40.85","40.85","40.35","592.96K","0.12%"
"02-03-2022","40.50","40.35","40.60","39.85","950.63K","0.12%"
"28-02-2022","40.45","40.95","40.95","39.80","2.46M","0.87%"
"25-02-2022","40.10","39.45","40.50","39.35","2.05M","1.91%"
"24-02-2022","39.35","41.00","41.25","39.10","2.69M","-5.75%"
"23-02-2022","41.75","41.70","42.20","41.70","606.80K","0.24%"
"22-02-2022","41.65","41.55","42.05","41.55","1.07M","-2.12%"
"21-02-2022","42.55","42.30","42.70","42.05","778.09K","-0.93%"
"18-02-2022","42.95","43.10","43.20","42.80","853.86K","-0.46%"
"17-02-2022","43.15","43.45","43.55","43.05","575.36K","0.00%"
"16-02-2022","43.15","43.45","43.75","42.60","1.35M","0.23%"
"15-02-2022","43.05","43.75","44.00","42.60","2.02M","-1.26%"
"14-02-2022","43.60","44.80","44.80","43.00","1.44M","-2.68%"
"11-02-2022","44.80","44.80","45.15","44.75","912.09K","-0.67%"
"10-02-2022","45.10","45.00","45.50","44.80","946.59K","0.22%"
"09-02-2022","45.00","44.85","45.15","44.65","613.06K","0.78%"
"08-02-2022","44.65","45.00","45.30","44.20","1.14M","-0.56%"
"07-02-2022","44.90","45.15","45.45","44.75","895.30K","-0.44%"
"04-02-2022","45.10","45.65","45.65","45.00","870.62K","-0.77%"
"03-02-2022","45.45","46.00","46.10","45.35","781.53K","-0.87%"
"02-02-2022","45.85","45.40","45.95","45.20","991.31K","1.66%"
"01-02-2022","45.10","46.00","46.40","44.75","2.01M","-0.88%"
"31-01-2022","45.50","45.50","45.70","45.15","1.02M","1.00%"
"28-01-2022","45.05","44.90","45.45","44.60","1.19M","1.24%"
"27-01-2022","44.50","44.90","45.00","44.10","1.33M","-0.11%"
"25-01-2022","44.55","44.60","45.40","44.05","2.20M","-0.78%"
"24-01-2022","44.90","46.30","46.50","44.75","1.43M","-2.92%"
"21-01-2022","46.25","46.40","47.30","46.10","1.61M","-0.43%"
"20-01-2022","46.45","46.50","46.85","46.30","811.04K","0.11%"
"19-01-2022","46.40","46.85","46.85","46.10","969.77K","-0.64%"
"18-01-2022","46.70","48.00","48.15","46.45","1.45M","-2.10%"
"17-01-2022","47.70","47.40","48.15","47.10","2.50M","1.38%"
"14-01-2022","47.05","46.95","47.45","46.65","1.73M","1.07%"
"13-01-2022","46.55","46.65","46.85","46.30","947.42K","-0.21%"
"12-01-2022","46.65","46.90","47.10","46.30","1.20M","0.00%"
"11-01-2022","46.65","47.15","48.25","46.10","3.10M","-0.43%"
"10-01-2022","46.85","46.95","47.05","46.50","1.64M","1.30%"
"07-01-2022","46.25","46.50","46.85","46.10","1.75M","0.43%"
"06-01-2022","46.05","45.50","46.35","45.20","1.11M","0.33%"
"05-01-2022","45.90","46.45","46.45","45.80","1.02M","-0.97%"
"04-01-2022","46.35","45.35","46.80","45.35","3.72M","2.21%"
"03-01-2022","45.35","45.35","45.70","45.10","962.35K","0.44%"